,date,min,max,normal_min,normal_max,precipitation,precipitation_normal
17086,19151014,62.0,77.0,52.0,65.1,39.49,39.18
17087,19151015,62.0,79.0,51.6,64.7,39.50,39.33
17088,19151016,56.0,63.0,51.3,64.4,39.50,39.47
17089,19151017,53.0,73.0,50.9,64.0,39.50,39.62
17090,19151018,52.0,70.0,50.6,63.6,39.50,39.76
17091,19151019,58.0,73.0,50.3,63.3,39.50,39.91
17092,19151020,62.0,70.0,49.9,62.9,39.50,40.05
17093,19151021,59.0,78.0,49.6,62.6,39.53,40.2
17094,19151022,53.0,65.0,49.3,62.3,39.53,40.35
17095,19151023,40.0,54.0,48.9,61.9,39.53,40.49
17096,19151024,40.0,55.0,48.6,61.6,39.53,40.63
17097,19151025,37.0,56.0,48.3,61.2,39.53,40.78
17098,19151026,53.0,66.0,48.0,60.9,39.67,40.92
17099,19151027,48.0,70.0,47.7,60.6,39.81,41.05
17100,19151028,42.0,60.0,47.4,60.2,39.81,41.18
17101,19151029,51.0,68.0,47.1,59.9,39.81,41.31
17102,19151030,47.0,57.0,46.7,59.6,39.81,41.44
17103,19151031,44.0,61.0,46.4,59.2,39.81,41.56
17104,19151101,52.0,71.0,46.1,58.9,39.81,41.68
17105,19151102,49.0,68.0,45.8,58.6,39.81,41.8
17106,19151103,41.0,51.0,45.5,58.2,39.81,41.92
17107,19151104,39.0,49.0,45.3,57.9,39.86,42.04
17108,19151105,41.0,54.0,45.0,57.6,39.86,42.15
17109,19151106,38.0,49.0,44.7,57.2,39.86,42.27
17110,19151107,34.0,53.0,44.4,56.9,39.86,42.38
17111,19151108,37.0,58.0,44.1,56.6,39.91,42.5
17112,19151109,44.0,65.0,43.8,56.2,40.03,42.62
17113,19151110,39.0,55.0,43.5,55.9,40.03,42.74
17114,19151111,41.0,56.0,43.2,55.6,40.03,42.85
17115,19151112,50.0,59.0,42.9,55.2,40.03,42.96
17116,19151113,43.0,60.0,42.7,54.9,40.03,43.07
17117,19151114,43.0,53.0,42.4,54.5,40.38,43.18
17118,19151115,38.0,52.0,42.1,54.2,40.55,43.29
17119,19151116,35.0,45.0,41.8,53.9,40.55,43.4
17120,19151117,35.0,46.0,41.5,53.5,40.55,43.52
17121,19151118,31.0,50.0,41.3,53.2,40.55,43.63
17122,19151119,43.0,60.0,41.0,52.8,41.22,43.75
17123,19151120,43.0,48.0,40.7,52.5,41.22,43.87
17124,19151121,39.0,56.0,40.4,52.1,41.22,43.99
17125,19151122,34.0,41.0,40.2,51.8,41.22,44.11
17126,19151123,31.0,41.0,39.9,51.4,41.22,44.23
17127,19151124,37.0,43.0,39.6,51.1,41.22,44.35
17128,19151125,34.0,48.0,39.3,50.7,41.22,44.48
17129,19151126,38.0,56.0,39.1,50.4,41.22,44.61
17130,19151127,44.0,53.0,38.8,50.0,41.32,44.74
17131,19151128,43.0,55.0,38.5,49.7,41.32,44.87
17132,19151129,36.0,55.0,38.3,49.4,41.45,45.0
17133,19151130,32.0,41.0,38.0,49.0,41.45,45.14
17134,19151201,27.0,42.0,37.7,48.7,41.45,45.28
17135,19151202,34.0,38.0,37.5,48.4,41.46,45.43
17136,19151203,32.0,39.0,37.2,48.0,41.46,45.58
17137,19151204,26.0,35.0,36.9,47.7,41.46,45.73
17138,19151205,25.0,38.0,36.7,47.4,41.46,45.88
17139,19151206,25.0,36.0,36.4,47.1,41.46,46.03
17140,19151207,28.0,33.0,36.1,46.7,41.46,46.18
17141,19151208,29.0,39.0,35.9,46.4,41.47,46.33
17142,19151209,26.0,42.0,35.6,46.1,41.47,46.47
17143,19151210,23.0,29.0,35.3,45.8,41.47,46.63
17144,19151211,21.0,32.0,35.1,45.5,41.47,46.77
17145,19151212,20.0,34.0,34.8,45.2,41.47,46.92
17146,19151213,30.0,35.0,34.5,44.9,43.13,47.06
17147,19151214,24.0,34.0,34.3,44.6,43.27,47.21
17148,19151215,21.0,30.0,34.0,44.3,43.27,47.35
17149,19151216,27.0,36.0,33.8,44.1,43.27,47.49
17150,19151217,27.0,43.0,33.5,43.8,43.44,47.63
17151,19151218,40.0,57.0,33.2,43.5,44.49,47.78
17152,19151219,36.0,40.0,33.0,43.3,44.49,47.92
17153,19151220,29.0,37.0,32.7,43.0,44.49,48.06
17154,19151221,26.0,36.0,32.5,42.8,44.49,48.2
17155,19151222,25.0,40.0,32.2,42.5,44.49,48.34
17156,19151223,32.0,47.0,32.0,42.3,44.49,48.48
17157,19151224,38.0,46.0,31.7,42.1,44.49,48.62
17158,19151225,38.0,55.0,31.5,41.9,44.50,48.76
17159,19151226,29.0,55.0,31.2,41.7,45.10,48.88
17160,19151227,29.0,42.0,31.0,41.5,45.10,49.01
17161,19151228,37.0,44.0,30.7,41.3,45.10,49.14
17162,19151229,25.0,37.0,30.5,41.1,45.73,49.27
17163,19151230,19.0,29.0,30.3,40.9,45.73,49.4
17164,19151231,13.0,31.0,30.1,40.7,45.73,49.52
17165,19160101,30.0,39.0,29.8,40.6,T,0.12
17166,19160102,34.0,40.0,29.6,40.4,0.28,0.24
17167,19160103,31.0,40.0,29.4,40.3,0.28,0.35
17168,19160104,26.0,37.0,29.2,40.1,0.28,0.48
17169,19160105,36.0,58.0,29.0,40.0,0.30,0.6
17170,19160106,28.0,58.0,28.9,39.9,0.30,0.73
17171,19160107,20.0,29.0,28.7,39.7,0.30,0.85
17172,19160108,13.0,23.0,28.5,39.6,0.30,0.96
17173,19160109,13.0,30.0,28.3,39.5,0.30,1.08
17174,19160110,30.0,42.0,28.2,39.5,0.60,1.2
17175,19160111,36.0,52.0,28.1,39.4,0.64,1.33
17176,19160112,31.0,36.0,27.9,39.3,0.84,1.45
17177,19160113,32.0,49.0,27.8,39.2,1.06,1.57
17178,19160114,9.0,32.0,27.7,39.2,1.06,1.69
17179,19160115,7.0,26.0,27.6,39.2,1.06,1.81
17180,19160116,25.0,37.0,27.5,39.1,1.09,1.93
17181,19160117,12.0,32.0,27.4,39.1,1.12,2.05
17182,19160118,10.0,21.0,27.3,39.1,1.12,2.16
17183,19160119,16.0,30.0,27.3,39.1,1.12,2.27
17184,19160120,24.0,42.0,27.2,39.1,1.12,2.39
17185,19160121,39.0,57.0,27.2,39.1,1.12,2.5
17186,19160122,41.0,61.0,27.2,39.1,1.13,2.62
17187,19160123,35.0,48.0,27.1,39.2,1.13,2.73
17188,19160124,31.0,43.0,27.1,39.2,1.13,2.85
17189,19160125,35.0,55.0,27.1,39.3,1.13,2.96
17190,19160126,49.0,60.0,27.2,39.3,1.15,3.07
17191,19160127,53.0,69.0,27.2,39.4,1.15,3.18
17192,19160128,36.0,66.0,27.2,39.5,1.15,3.29
17193,19160129,26.0,37.0,27.3,39.6,1.15,3.41
17194,19160130,31.0,39.0,27.3,39.7,1.27,3.52
17195,19160131,39.0,63.0,27.4,39.8,1.28,3.64
17196,19160201,42.0,60.0,27.5,39.9,1.40,3.76
17197,19160202,26.0,42.0,27.6,40.0,2.16,3.87
17198,19160203,21.0,31.0,27.7,40.1,2.43,3.98
17199,19160204,17.0,27.0,27.8,40.3,2.43,4.09
17200,19160205,25.0,40.0,27.9,40.4,2.43,4.21
17201,19160206,36.0,46.0,28.0,40.6,2.43,4.32
17202,19160207,17.0,44.0,28.2,40.7,2.43,4.42
17203,19160208,15.0,28.0,28.3,40.9,2.43,4.53
17204,19160209,27.0,38.0,28.5,41.0,2.46,4.63
17205,19160210,26.0,35.0,28.6,41.2,2.46,4.73
17206,19160211,23.0,29.0,28.8,41.4,2.48,4.84
17207,19160212,25.0,27.0,28.9,41.6,2.83,4.95
17208,19160213,10.0,26.0,29.1,41.8,3.50,5.06
17209,19160214,2.0,12.0,29.3,42.0,3.50,5.17
17210,19160215,3.0,26.0,29.5,42.1,3.50,5.28
17211,19160216,20.0,32.0,29.6,42.3,3.50,5.39
17212,19160217,30.0,43.0,29.8,42.6,3.51,5.51
17213,19160218,25.0,41.0,30.0,42.8,3.59,5.63
17214,19160219,7.0,25.0,30.2,43.0,3.59,5.75
17215,19160220,16.0,32.0,30.4,43.2,3.65,5.86
17216,19160221,5.0,23.0,30.6,43.4,3.65,5.98
17217,19160222,17.0,42.0,30.8,43.6,3.65,6.1
17218,19160223,32.0,43.0,31.0,43.9,3.65,6.22
17219,19160224,29.0,33.0,31.2,44.1,3.92,6.34
17220,19160225,32.0,48.0,31.4,44.3,6.03,6.46
17221,19160226,31.0,38.0,31.6,44.6,6.04,6.58
17222,19160227,19.0,31.0,31.8,44.8,6.04,6.71
17223,19160228,19.0,27.0,32.0,45.1,6.04,6.83
17224,19160229,17.0,32.0,32.1,45.2,6.04,6.83
17225,19160301,26.0,36.0,32.2,45.3,6.04,6.96
17226,19160302,25.0,32.0,32.4,45.6,6.32,7.09
17227,19160303,21.0,32.0,32.6,45.8,6.32,7.23
17228,19160304,18.0,27.0,32.8,46.1,6.32,7.36
17229,19160305,18.0,34.0,33.1,46.4,6.32,7.49
17230,19160306,17.0,29.0,33.3,46.6,7.26,7.62
17231,19160307,27.0,40.0,33.5,46.9,7.28,7.77
17232,19160308,28.0,33.0,33.7,47.2,7.82,7.91
17233,19160309,19.0,34.0,33.9,47.5,7.82,8.06
17234,19160310,26.0,42.0,34.2,47.8,7.96,8.2
17235,19160311,20.0,32.0,34.4,48.1,7.96,8.33
17236,19160312,20.0,36.0,34.6,48.4,7.96,8.47
17237,19160313,32.0,49.0,34.9,48.7,7.98,8.6
17238,19160314,32.0,37.0,35.1,49.0,8.05,8.74
17239,19160315,15.0,33.0,35.4,49.3,8.63,8.88
17240,19160316,15.0,26.0,35.6,49.7,8.65,9.03
17241,19160317,9.0,26.0,35.9,50.0,8.65,9.17
17242,19160318,7.0,24.0,36.1,50.3,8.67,9.32
17243,19160319,22.0,35.0,36.4,50.7,8.68,9.47
17244,19160320,20.0,34.0,36.7,51.0,8.68,9.61
17245,19160321,29.0,40.0,37.0,51.4,8.77,9.76
17246,19160322,27.0,39.0,37.2,51.8,9.46,9.9
17247,19160323,22.0,36.0,37.5,52.1,9.46,10.04
17248,19160324,20.0,42.0,37.8,52.5,9.46,10.17
17249,19160325,37.0,58.0,38.1,52.9,9.46,10.31
17250,19160326,37.0,61.0,38.4,53.3,9.46,10.45
17251,19160327,40.0,54.0,38.7,53.7,9.46,10.59
17252,19160328,39.0,43.0,39.1,54.1,9.59,10.72
17253,19160329,39.0,45.0,39.4,54.5,9.74,10.85
17254,19160330,42.0,59.0,39.7,54.9,9.74,10.99
17255,19160331,44.0,65.0,40.0,55.3,9.74,11.12
17256,19160401,47.0,63.0,40.4,55.8,9.74,11.25
17257,19160402,41.0,56.0,40.7,56.2,9.79,11.39
17258,19160403,39.0,50.0,41.1,56.6,9.79,11.53
17259,19160404,35.0,40.0,41.4,57.0,9.88,11.66
17260,19160405,37.0,60.0,41.8,57.5,9.88,11.79
17261,19160406,38.0,49.0,42.1,57.9,9.92,11.92
17262,19160407,36.0,50.0,42.5,58.3,9.92,12.05
17263,19160408,34.0,37.0,42.8,58.8,10.45,12.18
17264,19160409,32.0,43.0,43.2,59.2,10.64,12.32
17265,19160410,38.0,50.0,43.6,59.6,10.64,12.46
17266,19160411,40.0,59.0,43.9,60.1,10.64,12.6
17267,19160412,47.0,58.0,44.3,60.5,10.64,12.74
17268,19160413,43.0,52.0,44.7,60.9,10.90,12.88
17269,19160414,41.0,54.0,45.0,61.3,12.32,13.01
17270,19160415,40.0,61.0,45.4,61.8,12.32,13.15
17271,19160416,43.0,62.0,45.7,62.2,12.32,13.28
17272,19160417,46.0,61.0,46.1,62.6,12.37,13.41
17273,19160418,45.0,52.0,46.5,63.0,12.37,13.54
17274,19160419,42.0,61.0,46.8,63.4,12.37,13.67
17275,19160420,48.0,60.0,47.2,63.8,12.37,13.8
17276,19160421,46.0,60.0,47.5,64.2,12.37,13.94
17277,19160422,41.0,46.0,47.8,64.5,12.76,14.08
17278,19160423,44.0,52.0,48.2,64.9,12.80,14.22
17279,19160424,45.0,56.0,48.5,65.3,12.81,14.36
17280,19160425,45.0,53.0,48.9,65.6,12.82,14.5
17281,19160426,46.0,62.0,49.2,66.0,12.89,14.65
17282,19160427,42.0,46.0,49.5,66.3,12.96,14.79
17283,19160428,42.0,54.0,49.8,66.6,13.02,14.93
17284,19160429,46.0,70.0,50.1,66.9,13.02,15.08
17285,19160430,47.0,68.0,50.4,67.3,13.02,15.21
17286,19160501,44.0,69.0,50.7,67.6,13.02,15.33
17287,19160502,49.0,78.0,51.0,67.9,13.02,15.45
17288,19160503,55.0,66.0,51.3,68.1,13.02,15.58
17289,19160504,53.0,73.0,51.6,68.4,13.07,15.71
17290,19160505,53.0,64.0,51.9,68.7,13.33,15.84
17291,19160506,54.0,76.0,52.2,69.0,13.33,15.97
17292,19160507,58.0,67.0,52.5,69.2,13.46,16.1
17293,19160508,56.0,76.0,52.8,69.5,13.85,16.22
17294,19160509,51.0,67.0,53.0,69.7,13.85,16.34
17295,19160510,48.0,62.0,53.3,70.0,13.85,16.47
17296,19160511,59.0,79.0,53.6,70.2,13.85,16.59
17297,19160512,54.0,69.0,53.9,70.5,13.85,16.7
17298,19160513,53.0,68.0,54.1,70.7,13.85,16.82
17299,19160514,50.0,61.0,54.4,71.0,13.88,16.94
17300,19160515,48.0,55.0,54.7,71.2,13.89,17.05
17301,19160516,48.0,58.0,55.0,71.4,16.55,17.17
17302,19160517,49.0,58.0,55.2,71.7,16.85,17.29
17303,19160518,46.0,58.0,55.5,71.9,16.85,17.4
17304,19160519,45.0,68.0,55.8,72.1,16.85,17.53
17305,19160520,54.0,68.0,56.1,72.4,16.85,17.66
17306,19160521,49.0,72.0,56.4,72.6,16.85,17.79
17307,19160522,51.0,69.0,56.6,72.8,16.87,17.93
17308,19160523,52.0,56.0,56.9,73.1,17.06,18.06
17309,19160524,54.0,68.0,57.2,73.3,17.06,18.2
17310,19160525,62.0,81.0,57.5,73.6,17.06,18.34
17311,19160526,59.0,78.0,57.8,73.8,17.06,18.48
17312,19160527,57.0,75.0,58.1,74.1,17.15,18.61
17313,19160528,56.0,80.0,58.4,74.3,17.34,18.75
17314,19160529,65.0,80.0,58.7,74.6,17.37,18.89
17315,19160530,63.0,81.0,59.1,74.9,17.37,19.03
17316,19160531,58.0,73.0,59.4,75.2,17.37,19.17
17317,19160601,53.0,78.0,59.7,75.4,17.37,19.34
17318,19160602,56.0,79.0,60.0,75.7,17.37,19.5
17319,19160603,60.0,71.0,60.4,76.0,17.48,19.66
17320,19160604,56.0,78.0,60.7,76.3,17.48,19.82
17321,19160605,60.0,79.0,61.0,76.6,17.48,19.99
17322,19160606,58.0,76.0,61.4,76.9,17.48,20.16
17323,19160607,54.0,67.0,61.7,77.2,18.99,20.32
17324,19160608,55.0,57.0,62.0,77.5,19.18,20.49
17325,19160609,54.0,57.0,62.4,77.8,19.20,20.65
17326,19160610,51.0,61.0,62.7,78.1,19.20,20.82
17327,19160611,52.0,57.0,63.1,78.4,19.42,20.98
17328,19160612,55.0,76.0,63.4,78.7,19.42,21.15
17329,19160613,60.0,79.0,63.7,79.0,19.42,21.31
17330,19160614,57.0,70.0,64.1,79.3,19.42,21.48
17331,19160615,54.0,60.0,64.4,79.7,19.42,21.64
17332,19160616,55.0,69.0,64.7,80.0,19.74,21.8
17333,19160617,63.0,76.0,65.0,80.3,21.01,21.96
17334,19160618,63.0,81.0,65.4,80.6,21.01,22.11
17335,19160619,64.0,75.0,65.7,80.8,21.44,22.25
17336,19160620,58.0,78.0,66.0,81.1,21.44,22.39
17337,19160621,54.0,68.0,66.3,81.4,21.61,22.53
17338,19160622,53.0,74.0,66.6,81.7,21.61,22.66
17339,19160623,56.0,76.0,66.8,82.0,21.61,22.79
17340,19160624,59.0,76.0,67.1,82.2,21.61,22.93
17341,19160625,64.0,70.0,67.4,82.5,21.93,23.06
17342,19160626,64.0,81.0,67.6,82.7,21.93,23.2
17343,19160627,66.0,79.0,67.9,82.9,21.93,23.33
17344,19160628,66.0,84.0,68.1,83.2,21.93,23.45
17345,19160629,62.0,83.0,68.3,83.4,21.93,23.58
17346,19160630,64.0,80.0,68.6,83.6,21.93,23.71
17347,19160701,62.0,86.0,68.8,83.8,21.93,23.84
17348,19160702,68.0,86.0,68.9,83.9,22.02,23.96
17349,19160703,67.0,86.0,69.1,84.1,22.10,24.09
17350,19160704,64.0,75.0,69.3,84.3,22.10,24.22
17351,19160705,60.0,67.0,69.5,84.4,22.13,24.35
17352,19160706,61.0,85.0,69.6,84.5,22.13,24.47
17353,19160707,67.0,91.0,69.7,84.7,22.13,24.6
17354,19160708,71.0,92.0,69.8,84.8,22.13,24.73
17355,19160709,67.0,77.0,70.0,84.9,22.13,24.88
17356,19160710,66.0,75.0,70.1,85.0,22.29,25.02
17357,19160711,71.0,89.0,70.1,85.0,22.29,25.17
17358,19160712,74.0,92.0,70.2,85.1,22.29,25.33
17359,19160713,70.0,94.0,70.3,85.1,23.26,25.48
17360,19160714,66.0,79.0,70.3,85.2,23.28,25.64
17361,19160715,63.0,76.0,70.4,85.2,23.28,25.79
17362,19160716,64.0,79.0,70.4,85.2,23.28,25.95
17363,19160717,71.0,80.0,70.5,85.3,23.29,26.1
17364,19160718,71.0,85.0,70.5,85.3,23.29,26.26
17365,19160719,67.0,85.0,70.5,85.3,23.29,26.41
17366,19160720,70.0,82.0,70.5,85.3,23.59,26.57
17367,19160721,70.0,88.0,70.5,85.2,23.83,26.73
17368,19160722,72.0,82.0,70.5,85.2,24.07,26.88
17369,19160723,72.0,79.0,70.5,85.2,24.11,27.03
17370,19160724,70.0,78.0,70.5,85.2,24.11,27.18
17371,19160725,72.0,76.0,70.5,85.1,24.60,27.34
17372,19160726,73.0,85.0,70.4,85.1,25.70,27.49
17373,19160727,72.0,85.0,70.4,85.0,26.48,27.65
17374,19160728,67.0,78.0,70.4,85.0,26.48,27.81
17375,19160729,61.0,78.0,70.3,84.9,26.48,27.97
17376,19160730,65.0,82.0,70.3,84.9,26.48,28.13
17377,19160731,75.0,94.0,70.2,84.8,26.48,28.31
17378,19160801,69.0,82.0,70.2,84.7,26.48,28.47
17379,19160802,66.0,79.0,70.1,84.7,26.48,28.62
17380,19160803,65.0,80.0,70.1,84.6,26.48,28.78
17381,19160804,71.0,84.0,70.0,84.5,26.48,28.95
17382,19160805,74.0,87.0,70.0,84.5,26.48,29.11
17383,19160806,73.0,93.0,69.9,84.4,26.50,29.27
17384,19160807,74.0,91.0,69.8,84.3,26.51,29.42
17385,19160808,74.0,94.0,69.8,84.2,26.89,29.58
17386,19160809,68.0,85.0,69.7,84.2,26.90,29.73
17387,19160810,62.0,68.0,69.6,84.1,26.91,29.88
17388,19160811,61.0,69.0,69.6,84.0,26.95,30.02
17389,19160812,67.0,86.0,69.5,83.9,26.96,30.17
17390,19160813,60.0,72.0,69.4,83.8,26.96,30.31
17391,19160814,57.0,80.0,69.3,83.7,26.96,30.46
17392,19160815,61.0,83.0,69.2,83.6,26.96,30.61
17393,19160816,68.0,79.0,69.1,83.5,26.96,30.75
17394,19160817,64.0,87.0,69.0,83.4,26.96,30.9
17395,19160818,67.0,82.0,68.9,83.3,26.96,31.04
17396,19160819,66.0,85.0,68.8,83.2,26.96,31.18
17397,19160820,65.0,84.0,68.7,83.0,26.96,31.33
17398,19160821,64.0,92.0,68.5,82.9,26.96,31.48
17399,19160822,77.0,95.0,68.4,82.8,26.96,31.62
17400,19160823,70.0,92.0,68.3,82.6,26.97,31.77
17401,19160824,67.0,78.0,68.1,82.5,26.97,31.91
17402,19160825,64.0,88.0,68.0,82.3,26.97,32.06
17403,19160826,70.0,85.0,67.8,82.1,26.97,32.19
17404,19160827,71.0,87.0,67.6,81.9,26.97,32.34
17405,19160828,58.0,73.0,67.4,81.7,27.02,32.48
17406,19160829,56.0,74.0,67.3,81.5,27.02,32.61
17407,19160830,61.0,82.0,67.1,81.3,27.02,32.74
17408,19160831,65.0,85.0,66.9,81.1,27.02,32.87
17409,19160901,65.0,88.0,66.6,80.9,27.03,33.01
17410,19160902,60.0,80.0,66.4,80.7,27.07,33.15
17411,19160903,54.0,74.0,66.2,80.4,27.07,33.28
17412,19160904,60.0,77.0,65.9,80.1,27.07,33.42
17413,19160905,65.0,87.0,65.7,79.9,27.07,33.56
17414,19160906,65.0,79.0,65.4,79.6,27.07,33.7
17415,19160907,70.0,82.0,65.2,79.3,27.21,33.83
17416,19160908,66.0,93.0,64.9,79.0,27.74,33.96
17417,19160909,64.0,76.0,64.6,78.7,27.93,34.1
17418,19160910,56.0,75.0,64.3,78.4,27.93,34.24
17419,19160911,58.0,70.0,64.0,78.0,27.93,34.38
17420,19160912,57.0,73.0,63.7,77.7,27.93,34.51
17421,19160913,60.0,80.0,63.4,77.4,27.93,34.65
17422,19160914,67.0,87.0,63.0,77.0,27.93,34.8
17423,19160915,67.0,80.0,62.7,76.6,28.62,34.95
17424,19160916,56.0,72.0,62.4,76.3,28.62,35.11
17425,19160917,53.0,71.0,62.0,75.9,28.62,35.26
17426,19160918,54.0,73.0,61.7,75.5,29.47,35.41
17427,19160919,50.0,65.0,61.3,75.1,29.53,35.57
17428,19160920,50.0,75.0,60.9,74.7,29.53,35.72
17429,19160921,55.0,72.0,60.6,74.3,29.53,35.87
17430,19160922,63.0,75.0,60.2,73.9,29.53,36.01
17431,19160923,60.0,78.0,59.8,73.5,29.59,36.15
17432,19160924,54.0,68.0,59.5,73.1,29.59,36.29
17433,19160925,52.0,64.0,59.1,72.7,29.59,36.43
17434,19160926,49.0,74.0,58.7,72.3,29.59,36.57
17435,19160927,63.0,82.0,58.3,71.9,29.59,36.72
17436,19160928,66.0,82.0,57.9,71.5,29.59,36.87
17437,19160929,53.0,78.0,57.5,71.0,30.47,37.02
17438,19160930,44.0,59.0,57.2,70.6,30.47,37.18
17439,19161001,41.0,62.0,56.8,70.2,30.47,37.32
17440,19161002,47.0,66.0,56.4,69.8,30.47,37.47
17441,19161003,48.0,72.0,56.0,69.4,30.47,37.61
17442,19161004,57.0,70.0,55.6,69.0,30.47,37.75
17443,19161005,54.0,78.0,55.3,68.6,30.47,37.9
17444,19161006,61.0,80.0,54.9,68.2,30.47,38.04
17445,19161007,60.0,76.0,54.5,67.8,30.47,38.19
17446,19161008,57.0,84.0,54.1,67.4,30.47,38.34
17447,19161009,52.0,86.0,53.8,67.0,30.47,38.49
17448,19161010,41.0,55.0,53.4,66.6,30.47,38.63
17449,19161011,42.0,64.0,53.0,66.2,30.47,38.77
17450,19161012,48.0,66.0,52.7,65.8,30.47,38.91
17451,19161013,55.0,68.0,52.3,65.5,30.65,39.04
17452,19161014,44.0,57.0,52.0,65.1,30.65,39.18
17453,19161015,43.0,62.0,51.6,64.7,30.65,39.33
17454,19161016,54.0,65.0,51.3,64.4,30.73,39.47
17455,19161017,44.0,66.0,50.9,64.0,30.73,39.62
17456,19161018,40.0,55.0,50.6,63.6,30.73,39.76
17457,19161019,48.0,68.0,50.3,63.3,31.51,39.91
17458,19161020,65.0,77.0,49.9,62.9,31.51,40.05
17459,19161021,48.0,69.0,49.6,62.6,31.51,40.2
17460,19161022,44.0,59.0,49.3,62.3,31.51,40.35
17461,19161023,44.0,55.0,48.9,61.9,31.51,40.49
17462,19161024,43.0,62.0,48.6,61.6,31.51,40.63
17463,19161025,47.0,62.0,48.3,61.2,31.51,40.78
17464,19161026,46.0,61.0,48.0,60.9,31.51,40.92
17465,19161027,42.0,56.0,47.7,60.6,31.51,41.05
17466,19161028,47.0,64.0,47.4,60.2,31.51,41.18
17467,19161029,44.0,63.0,47.1,59.9,31.51,41.31
17468,19161030,56.0,66.0,46.7,59.6,31.51,41.44
17469,19161031,55.0,64.0,46.4,59.2,31.51,41.56
17470,19161101,48.0,61.0,46.1,58.9,31.63,41.68
17471,19161102,45.0,64.0,45.8,58.6,31.63,41.8
17472,19161103,44.0,55.0,45.5,58.2,31.63,41.92
17473,19161104,43.0,54.0,45.3,57.9,31.63,42.04
17474,19161105,43.0,56.0,45.0,57.6,31.95,42.15
17475,19161106,40.0,52.0,44.7,57.2,31.95,42.27
17476,19161107,40.0,56.0,44.4,56.9,31.95,42.38
17477,19161108,46.0,60.0,44.1,56.6,31.95,42.5
17478,19161109,47.0,71.0,43.8,56.2,31.95,42.62
17479,19161110,48.0,60.0,43.5,55.9,31.95,42.74
17480,19161111,42.0,55.0,43.2,55.6,31.95,42.85
17481,19161112,38.0,53.0,42.9,55.2,31.96,42.96
17482,19161113,47.0,53.0,42.7,54.9,31.96,43.07
17483,19161114,33.0,57.0,42.4,54.5,31.96,43.18
17484,19161115,31.0,37.0,42.1,54.2,31.96,43.29
17485,19161116,28.0,39.0,41.8,53.9,31.96,43.4
17486,19161117,34.0,47.0,41.5,53.5,31.96,43.52
17487,19161118,38.0,46.0,41.3,53.2,31.96,43.63
17488,19161119,33.0,51.0,41.0,52.8,31.96,43.75
17489,19161120,38.0,53.0,40.7,52.5,31.96,43.87
17490,19161121,28.0,42.0,40.4,52.1,31.96,43.99
17491,19161122,28.0,44.0,40.2,51.8,31.96,44.11
17492,19161123,41.0,61.0,39.9,51.4,33.05,44.23
17493,19161124,35.0,54.0,39.6,51.1,33.05,44.35
17494,19161125,28.0,35.0,39.3,50.7,33.05,44.48
17495,19161126,25.0,36.0,39.1,50.4,33.05,44.61
17496,19161127,35.0,52.0,38.8,50.0,33.05,44.74
17497,19161128,39.0,50.0,38.5,49.7,33.05,44.87
17498,19161129,46.0,63.0,38.3,49.4,33.14,45.0
17499,19161130,40.0,57.0,38.0,49.0,33.65,45.14
17500,19161201,37.0,45.0,37.7,48.7,33.65,45.28
17501,19161202,37.0,49.0,37.5,48.4,33.65,45.43
17502,19161203,35.0,45.0,37.2,48.0,33.65,45.58
17503,19161204,44.0,57.0,36.9,47.7,33.66,45.73
17504,19161205,53.0,63.0,36.7,47.4,33.67,45.88
17505,19161206,42.0,56.0,36.4,47.1,33.67,46.03
17506,19161207,38.0,51.0,36.1,46.7,33.67,46.18
17507,19161208,39.0,43.0,35.9,46.4,33.67,46.33
17508,19161209,34.0,49.0,35.6,46.1,34.25,46.47
17509,19161210,31.0,41.0,35.3,45.8,34.25,46.63
17510,19161211,31.0,39.0,35.1,45.5,34.44,46.77
17511,19161212,32.0,40.0,34.8,45.2,34.97,46.92
17512,19161213,28.0,35.0,34.5,44.9,34.99,47.06
17513,19161214,23.0,32.0,34.3,44.6,34.99,47.21
17514,19161215,23.0,28.0,34.0,44.3,35.58,47.35
17515,19161216,17.0,24.0,33.8,44.1,35.58,47.49
17516,19161217,17.0,28.0,33.5,43.8,35.58,47.63
17517,19161218,19.0,29.0,33.2,43.5,35.58,47.78
17518,19161219,19.0,28.0,33.0,43.3,35.58,47.92
17519,19161220,18.0,35.0,32.7,43.0,35.62,48.06
17520,19161221,34.0,39.0,32.5,42.8,35.99,48.2
17521,19161222,29.0,42.0,32.2,42.5,37.10,48.34
17522,19161223,25.0,34.0,32.0,42.3,37.10,48.48
17523,19161224,24.0,36.0,31.7,42.1,37.10,48.62
17524,19161225,28.0,40.0,31.5,41.9,37.10,48.76
17525,19161226,24.0,33.0,31.2,41.7,37.10,48.88
17526,19161227,24.0,41.0,31.0,41.5,37.49,49.01
17527,19161228,31.0,42.0,30.7,41.3,37.90,49.14
17528,19161229,22.0,31.0,30.5,41.1,37.90,49.27
17529,19161230,19.0,27.0,30.3,40.9,37.90,49.4
17530,19161231,19.0,28.0,30.1,40.7,37.90,49.52
17531,19170101,23.0,35.0,29.8,40.6,T,0.12
17532,19170102,35.0,40.0,29.6,40.4,T,0.24
17533,19170103,37.0,45.0,29.4,40.3,0.27,0.35
17534,19170104,40.0,46.0,29.2,40.1,0.27,0.48
17535,19170105,38.0,51.0,29.0,40.0,0.84,0.6
