,date,min,max,normal_min,normal_max,precipitation,precipitation_normal
17536,19170106,34.0,47.0,28.9,39.9,0.84,0.73
17537,19170107,33.0,50.0,28.7,39.7,0.84,0.85
17538,19170108,29.0,45.0,28.5,39.6,0.84,0.96
17539,19170109,39.0,50.0,28.3,39.5,0.90,1.08
17540,19170110,32.0,50.0,28.2,39.5,0.90,1.2
17541,19170111,8.0,32.0,28.1,39.4,0.90,1.33
17542,19170112,8.0,20.0,27.9,39.3,0.90,1.45
17543,19170113,17.0,46.0,27.8,39.2,1.03,1.57
17544,19170114,22.0,51.0,27.7,39.2,1.43,1.69
17545,19170115,18.0,24.0,27.6,39.2,1.51,1.81
17546,19170116,20.0,30.0,27.5,39.1,1.51,1.93
17547,19170117,20.0,33.0,27.4,39.1,1.51,2.05
17548,19170118,27.0,37.0,27.3,39.1,1.57,2.16
17549,19170119,20.0,31.0,27.3,39.1,1.57,2.27
17550,19170120,20.0,38.0,27.2,39.1,1.57,2.39
17551,19170121,28.0,37.0,27.2,39.1,2.14,2.5
17552,19170122,25.0,50.0,27.2,39.1,2.49,2.62
17553,19170123,20.0,29.0,27.1,39.2,2.49,2.73
17554,19170124,27.0,36.0,27.1,39.2,2.49,2.85
17555,19170125,26.0,40.0,27.1,39.3,2.51,2.96
17556,19170126,18.0,32.0,27.2,39.3,2.51,3.07
17557,19170127,15.0,28.0,27.2,39.4,2.58,3.18
17558,19170128,27.0,43.0,27.2,39.5,2.67,3.29
17559,19170129,27.0,41.0,27.3,39.6,2.93,3.41
17560,19170130,39.0,48.0,27.3,39.7,2.94,3.52
17561,19170131,36.0,43.0,27.4,39.8,2.96,3.64
17562,19170201,23.0,48.0,27.5,39.9,3.05,3.76
17563,19170202,8.0,23.0,27.6,40.0,3.05,3.87
17564,19170203,6.0,16.0,27.7,40.1,3.05,3.98
17565,19170204,16.0,37.0,27.8,40.3,3.09,4.09
17566,19170205,12.0,33.0,27.9,40.4,3.29,4.21
17567,19170206,14.0,28.0,28.0,40.6,3.29,4.32
17568,19170207,20.0,38.0,28.2,40.7,3.29,4.42
17569,19170208,33.0,47.0,28.3,40.9,3.29,4.53
17570,19170209,12.0,42.0,28.5,41.0,3.70,4.63
17571,19170210,9.0,21.0,28.6,41.2,3.70,4.73
17572,19170211,8.0,23.0,28.8,41.4,3.70,4.84
17573,19170212,3.0,12.0,28.9,41.6,3.70,4.95
17574,19170213,-0.0,24.0,29.1,41.8,3.70,5.06
17575,19170214,20.0,35.0,29.3,42.0,3.70,5.17
17576,19170215,25.0,33.0,29.5,42.1,3.78,5.28
17577,19170216,24.0,35.0,29.6,42.3,3.78,5.39
17578,19170217,27.0,42.0,29.8,42.6,3.78,5.51
17579,19170218,30.0,48.0,30.0,42.8,3.78,5.63
17580,19170219,25.0,35.0,30.2,43.0,3.83,5.75
17581,19170220,32.0,46.0,30.4,43.2,3.92,5.86
17582,19170221,26.0,36.0,30.6,43.4,3.92,5.98
17583,19170222,24.0,38.0,30.8,43.6,4.21,6.1
17584,19170223,27.0,44.0,31.0,43.9,4.46,6.22
17585,19170224,31.0,47.0,31.2,44.1,4.81,6.34
17586,19170225,21.0,33.0,31.4,44.3,4.81,6.46
17587,19170226,32.0,49.0,31.6,44.6,4.84,6.58
17588,19170227,40.0,55.0,31.8,44.8,4.85,6.71
17589,19170228,30.0,40.0,32.0,45.1,5.04,6.83
17590,19170301,31.0,36.0,32.2,45.3,5.04,6.96
17591,19170302,30.0,37.0,32.4,45.6,5.23,7.09
17592,19170303,29.0,35.0,32.6,45.8,5.33,7.23
17593,19170304,31.0,34.0,32.8,46.1,6.28,7.36
17594,19170305,23.0,32.0,33.1,46.4,6.69,7.49
17595,19170306,20.0,34.0,33.3,46.6,6.69,7.62
17596,19170307,23.0,39.0,33.5,46.9,6.69,7.77
17597,19170308,39.0,48.0,33.7,47.2,7.26,7.91
17598,19170309,35.0,46.0,33.9,47.5,7.26,8.06
17599,19170310,32.0,44.0,34.2,47.8,7.26,8.2
17600,19170311,37.0,49.0,34.4,48.1,7.31,8.33
17601,19170312,30.0,52.0,34.6,48.4,7.31,8.47
17602,19170313,28.0,46.0,34.9,48.7,7.31,8.6
17603,19170314,31.0,36.0,35.1,49.0,7.75,8.74
17604,19170315,34.0,44.0,35.4,49.3,7.75,8.88
17605,19170316,33.0,49.0,35.6,49.7,7.75,9.03
17606,19170317,38.0,48.0,35.9,50.0,8.45,9.17
17607,19170318,27.0,41.0,36.1,50.3,8.45,9.32
17608,19170319,22.0,28.0,36.4,50.7,8.45,9.47
17609,19170320,23.0,54.0,36.7,51.0,8.45,9.61
17610,19170321,36.0,46.0,37.0,51.4,8.55,9.76
17611,19170322,32.0,50.0,37.2,51.8,8.55,9.9
17612,19170323,37.0,51.0,37.5,52.1,8.60,10.04
17613,19170324,44.0,56.0,37.8,52.5,8.89,10.17
17614,19170325,40.0,54.0,38.1,52.9,8.89,10.31
17615,19170326,38.0,54.0,38.4,53.3,8.89,10.45
17616,19170327,40.0,52.0,38.7,53.7,9.50,10.59
17617,19170328,37.0,48.0,39.1,54.1,9.50,10.72
17618,19170329,41.0,54.0,39.4,54.5,9.50,10.85
17619,19170330,37.0,54.0,39.7,54.9,9.50,10.99
17620,19170331,42.0,62.0,40.0,55.3,9.50,11.12
17621,19170401,44.0,83.0,40.4,55.8,9.50,11.25
17622,19170402,40.0,54.0,40.7,56.2,9.50,11.39
17623,19170403,43.0,55.0,41.1,56.6,9.50,11.53
17624,19170404,38.0,60.0,41.4,57.0,9.50,11.66
17625,19170405,35.0,47.0,41.8,57.5,10.18,11.79
17626,19170406,36.0,49.0,42.1,57.9,10.71,11.92
17627,19170407,38.0,44.0,42.5,58.3,10.74,12.05
17628,19170408,34.0,45.0,42.8,58.8,10.75,12.18
17629,19170409,28.0,40.0,43.2,59.2,11.26,12.32
17630,19170410,29.0,46.0,43.6,59.6,11.26,12.46
17631,19170411,34.0,62.0,43.9,60.1,11.26,12.6
17632,19170412,40.0,54.0,44.3,60.5,11.36,12.74
17633,19170413,35.0,48.0,44.7,60.9,11.36,12.88
17634,19170414,34.0,54.0,45.0,61.3,11.36,13.01
17635,19170415,35.0,48.0,45.4,61.8,11.36,13.15
17636,19170416,39.0,52.0,45.7,62.2,11.36,13.28
17637,19170417,37.0,62.0,46.1,62.6,11.36,13.41
17638,19170418,44.0,73.0,46.5,63.0,11.36,13.54
17639,19170419,47.0,69.0,46.8,63.4,11.36,13.67
17640,19170420,48.0,54.0,47.2,63.8,11.40,13.8
17641,19170421,46.0,70.0,47.5,64.2,11.69,13.94
17642,19170422,53.0,72.0,47.8,64.5,11.69,14.08
17643,19170423,54.0,75.0,48.2,64.9,11.70,14.22
17644,19170424,46.0,57.0,48.5,65.3,11.84,14.36
17645,19170425,38.0,55.0,48.9,65.6,11.84,14.5
17646,19170426,41.0,46.0,49.2,66.0,12.17,14.65
17647,19170427,41.0,54.0,49.5,66.3,12.18,14.79
17648,19170428,43.0,58.0,49.8,66.6,12.18,14.93
17649,19170429,44.0,59.0,50.1,66.9,12.18,15.08
17650,19170430,44.0,48.0,50.4,67.3,12.21,15.21
17651,19170501,41.0,45.0,50.7,67.6,12.57,15.33
17652,19170502,42.0,58.0,51.0,67.9,12.57,15.45
17653,19170503,41.0,52.0,51.3,68.1,12.57,15.58
17654,19170504,38.0,53.0,51.6,68.4,13.03,15.71
17655,19170505,40.0,44.0,51.9,68.7,14.11,15.84
17656,19170506,40.0,48.0,52.2,69.0,14.12,15.97
17657,19170507,43.0,52.0,52.5,69.2,14.12,16.1
17658,19170508,43.0,52.0,52.8,69.5,14.12,16.22
17659,19170509,43.0,61.0,53.0,69.7,14.13,16.34
17660,19170510,44.0,55.0,53.3,70.0,14.13,16.47
17661,19170511,46.0,64.0,53.6,70.2,14.13,16.59
17662,19170512,43.0,61.0,53.9,70.5,14.14,16.7
17663,19170513,44.0,58.0,54.1,70.7,14.14,16.82
17664,19170514,50.0,72.0,54.4,71.0,14.14,16.94
17665,19170515,48.0,62.0,54.7,71.2,14.14,17.05
17666,19170516,46.0,56.0,55.0,71.4,14.16,17.17
17667,19170517,45.0,67.0,55.2,71.7,14.26,17.29
17668,19170518,50.0,70.0,55.5,71.9,14.26,17.4
17669,19170519,56.0,79.0,55.8,72.1,14.26,17.53
17670,19170520,56.0,84.0,56.1,72.4,14.26,17.66
17671,19170521,54.0,73.0,56.4,72.6,14.30,17.79
17672,19170522,49.0,59.0,56.6,72.8,14.43,17.93
17673,19170523,49.0,64.0,56.9,73.1,14.83,18.06
17674,19170524,49.0,63.0,57.2,73.3,14.83,18.2
17675,19170525,48.0,60.0,57.5,73.6,14.83,18.34
17676,19170526,50.0,74.0,57.8,73.8,14.83,18.48
17677,19170527,55.0,72.0,58.1,74.1,14.92,18.61
17678,19170528,49.0,55.0,58.4,74.3,16.00,18.75
17679,19170529,48.0,59.0,58.7,74.6,16.04,18.89
17680,19170530,52.0,74.0,59.1,74.9,16.04,19.03
17681,19170531,53.0,68.0,59.4,75.2,16.04,19.17
17682,19170601,56.0,64.0,59.7,75.4,16.27,19.34
17683,19170602,56.0,69.0,60.0,75.7,16.28,19.5
17684,19170603,58.0,81.0,60.4,76.0,16.28,19.66
17685,19170604,58.0,78.0,60.7,76.3,16.28,19.82
17686,19170605,58.0,78.0,61.0,76.6,16.28,19.99
17687,19170606,60.0,78.0,61.4,76.9,16.28,20.16
17688,19170607,59.0,75.0,61.7,77.2,16.42,20.32
17689,19170608,62.0,84.0,62.0,77.5,16.42,20.49
17690,19170609,65.0,83.0,62.4,77.8,16.42,20.65
17691,19170610,62.0,76.0,62.7,78.1,16.45,20.82
17692,19170611,63.0,70.0,63.1,78.4,16.90,20.98
17693,19170612,62.0,77.0,63.4,78.7,16.90,21.15
17694,19170613,61.0,69.0,63.7,79.0,16.90,21.31
17695,19170614,61.0,74.0,64.1,79.3,19.44,21.48
17696,19170615,61.0,71.0,64.4,79.7,19.47,21.64
17697,19170616,60.0,73.0,64.7,80.0,19.47,21.8
17698,19170617,55.0,73.0,65.0,80.3,19.47,21.96
17699,19170618,58.0,81.0,65.4,80.6,19.47,22.11
17700,19170619,64.0,83.0,65.7,80.8,19.47,22.25
17701,19170620,67.0,83.0,66.0,81.1,19.47,22.39
17702,19170621,67.0,81.0,66.3,81.4,19.47,22.53
17703,19170622,63.0,89.0,66.6,81.7,19.47,22.66
17704,19170623,69.0,85.0,66.8,82.0,19.47,22.79
17705,19170624,66.0,87.0,67.1,82.2,19.57,22.93
17706,19170625,62.0,80.0,67.4,82.5,19.57,23.06
17707,19170626,66.0,81.0,67.6,82.7,19.57,23.2
17708,19170627,66.0,86.0,67.9,82.9,19.69,23.33
17709,19170628,68.0,83.0,68.1,83.2,19.69,23.45
17710,19170629,66.0,83.0,68.3,83.4,19.87,23.58
17711,19170630,61.0,81.0,68.6,83.6,19.87,23.71
17712,19170701,64.0,83.0,68.8,83.8,19.87,23.84
17713,19170702,70.0,93.0,68.9,83.9,19.96,23.96
17714,19170703,63.0,75.0,69.1,84.1,20.75,24.09
17715,19170704,65.0,83.0,69.3,84.3,21.35,24.22
17716,19170705,65.0,83.0,69.5,84.4,21.35,24.35
17717,19170706,67.0,83.0,69.6,84.5,21.35,24.47
17718,19170707,68.0,82.0,69.7,84.7,21.35,24.6
17719,19170708,62.0,74.0,69.8,84.8,21.35,24.73
17720,19170709,63.0,74.0,70.0,84.9,21.63,24.88
17721,19170710,61.0,65.0,70.1,85.0,21.71,25.02
17722,19170711,59.0,64.0,70.1,85.0,22.62,25.17
17723,19170712,61.0,72.0,70.2,85.1,23.23,25.33
17724,19170713,65.0,85.0,70.3,85.1,23.23,25.48
17725,19170714,68.0,84.0,70.3,85.2,23.78,25.64
17726,19170715,68.0,78.0,70.4,85.2,23.99,25.79
17727,19170716,69.0,88.0,70.4,85.2,23.99,25.95
17728,19170717,72.0,88.0,70.5,85.3,23.99,26.1
17729,19170718,73.0,84.0,70.5,85.3,23.99,26.26
17730,19170719,73.0,80.0,70.5,85.3,24.00,26.41
17731,19170720,72.0,86.0,70.5,85.3,24.00,26.57
17732,19170721,73.0,84.0,70.5,85.2,24.00,26.73
17733,19170722,66.0,89.0,70.5,85.2,24.87,26.88
17734,19170723,72.0,88.0,70.5,85.2,24.87,27.03
17735,19170724,73.0,87.0,70.5,85.2,24.87,27.18
17736,19170725,71.0,83.0,70.5,85.1,24.87,27.34
17737,19170726,75.0,88.0,70.4,85.1,24.87,27.49
17738,19170727,73.0,91.0,70.4,85.0,24.87,27.65
17739,19170728,67.0,82.0,70.4,85.0,24.87,27.81
17740,19170729,70.0,85.0,70.3,84.9,24.88,27.97
17741,19170730,78.0,98.0,70.3,84.9,24.88,28.13
17742,19170731,82.0,100.0,70.2,84.8,24.88,28.31
17743,19170801,82.0,98.0,70.2,84.7,24.88,28.47
17744,19170802,74.0,98.0,70.1,84.7,25.21,28.62
17745,19170803,69.0,84.0,70.1,84.6,25.44,28.78
17746,19170804,67.0,83.0,70.0,84.5,25.44,28.95
17747,19170805,66.0,83.0,70.0,84.5,25.44,29.11
17748,19170806,68.0,84.0,69.9,84.4,25.44,29.27
17749,19170807,70.0,88.0,69.8,84.3,25.44,29.42
17750,19170808,74.0,82.0,69.8,84.2,25.44,29.58
17751,19170809,75.0,83.0,69.7,84.2,25.44,29.73
17752,19170810,69.0,81.0,69.6,84.1,25.44,29.88
17753,19170811,65.0,82.0,69.6,84.0,25.44,30.02
17754,19170812,67.0,84.0,69.5,83.9,25.44,30.17
17755,19170813,68.0,84.0,69.4,83.8,25.44,30.31
17756,19170814,69.0,81.0,69.3,83.7,25.44,30.46
17757,19170815,70.0,82.0,69.2,83.6,25.44,30.61
17758,19170816,72.0,82.0,69.1,83.5,25.48,30.75
17759,19170817,69.0,84.0,69.0,83.4,25.48,30.9
17760,19170818,62.0,82.0,68.9,83.3,25.48,31.04
17761,19170819,63.0,84.0,68.8,83.2,25.48,31.18
17762,19170820,69.0,87.0,68.7,83.0,25.48,31.33
17763,19170821,71.0,88.0,68.5,82.9,25.48,31.48
17764,19170822,70.0,78.0,68.4,82.8,25.54,31.62
17765,19170823,68.0,75.0,68.3,82.6,25.62,31.77
17766,19170824,72.0,86.0,68.1,82.5,26.29,31.91
17767,19170825,64.0,86.0,68.0,82.3,26.29,32.06
17768,19170826,58.0,76.0,67.8,82.1,26.29,32.19
17769,19170827,64.0,84.0,67.6,81.9,26.29,32.34
17770,19170828,67.0,83.0,67.4,81.7,26.29,32.48
17771,19170829,71.0,85.0,67.3,81.5,26.29,32.61
17772,19170830,68.0,82.0,67.1,81.3,26.44,32.74
17773,19170831,65.0,75.0,66.9,81.1,26.44,32.87
17774,19170901,64.0,68.0,66.6,80.9,27.94,33.01
17775,19170902,64.0,77.0,66.4,80.7,27.94,33.15
17776,19170903,64.0,79.0,66.2,80.4,27.94,33.28
17777,19170904,58.0,74.0,65.9,80.1,27.94,33.42
17778,19170905,56.0,71.0,65.7,79.9,27.94,33.56
17779,19170906,61.0,75.0,65.4,79.6,28.05,33.7
17780,19170907,55.0,70.0,65.2,79.3,28.05,33.83
17781,19170908,55.0,65.0,64.9,79.0,28.71,33.96
17782,19170909,51.0,70.0,64.6,78.7,28.71,34.1
17783,19170910,48.0,64.0,64.3,78.4,28.71,34.24
17784,19170911,43.0,62.0,64.0,78.0,28.71,34.38
17785,19170912,46.0,70.0,63.7,77.7,28.71,34.51
17786,19170913,52.0,76.0,63.4,77.4,28.71,34.65
17787,19170914,56.0,75.0,63.0,77.0,28.71,34.8
17788,19170915,60.0,68.0,62.7,76.6,28.71,34.95
17789,19170916,57.0,67.0,62.4,76.3,28.71,35.11
17790,19170917,50.0,67.0,62.0,75.9,28.71,35.26
17791,19170918,58.0,79.0,61.7,75.5,28.71,35.41
17792,19170919,59.0,80.0,61.3,75.1,28.71,35.57
17793,19170920,60.0,84.0,60.9,74.7,28.71,35.72
17794,19170921,60.0,78.0,60.6,74.3,28.71,35.87
17795,19170922,53.0,66.0,60.2,73.9,28.71,36.01
17796,19170923,45.0,61.0,59.8,73.5,28.71,36.15
17797,19170924,48.0,60.0,59.5,73.1,28.71,36.29
17798,19170925,57.0,71.0,59.1,72.7,28.71,36.43
17799,19170926,56.0,77.0,58.7,72.3,28.71,36.57
17800,19170927,60.0,78.0,58.3,71.9,28.71,36.72
17801,19170928,61.0,74.0,57.9,71.5,29.04,36.87
17802,19170929,55.0,72.0,57.5,71.0,29.04,37.02
17803,19170930,54.0,69.0,57.2,70.6,29.12,37.18
17804,19171001,50.0,62.0,56.8,70.2,29.12,37.32
17805,19171002,45.0,64.0,56.4,69.8,29.12,37.47
17806,19171003,50.0,66.0,56.0,69.4,29.12,37.61
17807,19171004,56.0,73.0,55.6,69.0,29.12,37.75
17808,19171005,55.0,72.0,55.3,68.6,29.96,37.9
17809,19171006,45.0,61.0,54.9,68.2,29.98,38.04
17810,19171007,42.0,59.0,54.5,67.8,29.98,38.19
17811,19171008,49.0,65.0,54.1,67.4,29.99,38.34
17812,19171009,42.0,49.0,53.8,67.0,30.31,38.49
17813,19171010,43.0,54.0,53.4,66.6,30.31,38.63
17814,19171011,44.0,54.0,53.0,66.2,30.31,38.77
17815,19171012,43.0,62.0,52.7,65.8,30.92,38.91
17816,19171013,37.0,56.0,52.3,65.5,30.92,39.04
17817,19171014,43.0,62.0,52.0,65.1,30.92,39.18
17818,19171015,53.0,70.0,51.6,64.7,30.92,39.33
17819,19171016,53.0,68.0,51.3,64.4,30.92,39.47
17820,19171017,44.0,59.0,50.9,64.0,30.92,39.62
17821,19171018,52.0,58.0,50.6,63.6,30.92,39.76
17822,19171019,54.0,69.0,50.3,63.3,30.93,39.91
17823,19171020,42.0,54.0,49.9,62.9,31.31,40.05
17824,19171021,38.0,52.0,49.6,62.6,31.31,40.2
17825,19171022,40.0,60.0,49.3,62.3,31.31,40.35
17826,19171023,43.0,57.0,48.9,61.9,31.31,40.49
17827,19171024,45.0,56.0,48.6,61.6,33.82,40.63
17828,19171025,44.0,52.0,48.3,61.2,33.82,40.78
17829,19171026,42.0,58.0,48.0,60.9,33.82,40.92
17830,19171027,56.0,65.0,47.7,60.6,34.29,41.05
17831,19171028,50.0,61.0,47.4,60.2,34.29,41.18
17832,19171029,44.0,62.0,47.1,59.9,34.29,41.31
17833,19171030,36.0,65.0,46.7,59.6,35.93,41.44
17834,19171031,32.0,46.0,46.4,59.2,35.93,41.56
17835,19171101,33.0,47.0,46.1,58.9,35.93,41.68
17836,19171102,35.0,48.0,45.8,58.6,35.93,41.8
17837,19171103,36.0,48.0,45.5,58.2,35.93,41.92
17838,19171104,34.0,46.0,45.3,57.9,35.93,42.04
17839,19171105,32.0,52.0,45.0,57.6,35.93,42.15
17840,19171106,39.0,62.0,44.7,57.2,35.93,42.27
17841,19171107,34.0,46.0,44.4,56.9,35.93,42.38
17842,19171108,32.0,53.0,44.1,56.6,35.93,42.5
17843,19171109,42.0,57.0,43.8,56.2,35.93,42.62
17844,19171110,45.0,61.0,43.5,55.9,35.93,42.74
17845,19171111,38.0,57.0,43.2,55.6,35.93,42.85
17846,19171112,38.0,59.0,42.9,55.2,35.93,42.96
17847,19171113,33.0,45.0,42.7,54.9,35.93,43.07
17848,19171114,36.0,58.0,42.4,54.5,35.93,43.18
17849,19171115,40.0,63.0,42.1,54.2,35.93,43.29
17850,19171116,37.0,45.0,41.8,53.9,35.93,43.4
17851,19171117,36.0,52.0,41.5,53.5,35.93,43.52
17852,19171118,41.0,63.0,41.3,53.2,35.93,43.63
17853,19171119,34.0,41.0,41.0,52.8,35.93,43.75
17854,19171120,34.0,48.0,40.7,52.5,35.93,43.87
17855,19171121,41.0,46.0,40.4,52.1,35.95,43.99
17856,19171122,42.0,51.0,40.2,51.8,36.43,44.11
17857,19171123,39.0,53.0,39.9,51.4,36.45,44.23
17858,19171124,28.0,39.0,39.6,51.1,36.45,44.35
17859,19171125,21.0,30.0,39.3,50.7,36.45,44.48
17860,19171126,21.0,31.0,39.1,50.4,36.45,44.61
17861,19171127,19.0,31.0,38.8,50.0,36.45,44.74
17862,19171128,28.0,37.0,38.5,49.7,36.49,44.87
17863,19171129,33.0,46.0,38.3,49.4,36.49,45.0
17864,19171130,37.0,43.0,38.0,49.0,36.79,45.14
17865,19171201,38.0,47.0,37.7,48.7,37.91,45.28
17866,19171202,25.0,38.0,37.5,48.4,37.91,45.43
17867,19171203,25.0,40.0,37.2,48.0,37.91,45.58
17868,19171204,31.0,36.0,36.9,47.7,37.91,45.73
17869,19171205,30.0,43.0,36.7,47.4,37.91,45.88
17870,19171206,26.0,38.0,36.4,47.1,37.91,46.03
17871,19171207,21.0,32.0,36.1,46.7,37.91,46.18
17872,19171208,19.0,44.0,35.9,46.4,39.45,46.33
17873,19171209,16.0,42.0,35.6,46.1,39.45,46.47
17874,19171210,11.0,17.0,35.3,45.8,39.47,46.63
17875,19171211,11.0,23.0,35.1,45.5,39.47,46.77
17876,19171212,17.0,24.0,34.8,45.2,39.48,46.92
17877,19171213,16.0,35.0,34.5,44.9,40.44,47.06
17878,19171214,19.0,34.0,34.3,44.6,40.73,47.21
17879,19171215,10.0,22.0,34.0,44.3,40.73,47.35
17880,19171216,9.0,20.0,33.8,44.1,40.73,47.49
17881,19171217,18.0,30.0,33.5,43.8,40.75,47.63
17882,19171218,25.0,33.0,33.2,43.5,40.75,47.78
17883,19171219,28.0,36.0,33.0,43.3,40.75,47.92
17884,19171220,35.0,40.0,32.7,43.0,40.75,48.06
17885,19171221,32.0,46.0,32.5,42.8,40.75,48.2
17886,19171222,21.0,43.0,32.2,42.5,40.75,48.34
17887,19171223,15.0,34.0,32.0,42.3,40.75,48.48
17888,19171224,33.0,44.0,31.7,42.1,40.75,48.62
17889,19171225,24.0,41.0,31.5,41.9,40.92,48.76
17890,19171226,18.0,27.0,31.2,41.7,40.92,48.88
17891,19171227,13.0,21.0,31.0,41.5,40.92,49.01
17892,19171228,8.0,35.0,30.7,41.3,40.92,49.14
17893,19171229,-6.0,8.0,30.5,41.1,41.04,49.27
17894,19171230,-13.0,2.0,30.3,40.9,41.04,49.4
17895,19171231,-7.0,6.0,30.1,40.7,41.04,49.52
17896,19180101,-4.0,10.0,29.8,40.6,0.00,0.12
17897,19180102,2.0,10.0,29.6,40.4,T,0.24
17898,19180103,-0.0,12.0,29.4,40.3,T,0.35
17899,19180104,-3.0,18.0,29.2,40.1,T,0.48
17900,19180105,15.0,26.0,29.0,40.0,T,0.6
17901,19180106,22.0,33.0,28.9,39.9,T,0.73
17902,19180107,27.0,36.0,28.7,39.7,0.50,0.85
17903,19180108,23.0,36.0,28.5,39.6,0.50,0.96
17904,19180109,23.0,27.0,28.3,39.5,0.50,1.08
17905,19180110,24.0,33.0,28.2,39.5,0.50,1.2
17906,19180111,26.0,34.0,28.1,39.4,0.56,1.33
17907,19180112,18.0,53.0,27.9,39.3,1.56,1.45
17908,19180113,6.0,18.0,27.8,39.2,1.56,1.57
17909,19180114,15.0,30.0,27.7,39.2,1.56,1.69
17910,19180115,24.0,40.0,27.6,39.2,2.71,1.81
17911,19180116,21.0,30.0,27.5,39.1,2.71,1.93
17912,19180117,29.0,39.0,27.4,39.1,2.71,2.05
17913,19180118,26.0,33.0,27.3,39.1,2.81,2.16
17914,19180119,12.0,27.0,27.3,39.1,2.84,2.27
17915,19180120,8.0,20.0,27.2,39.1,2.84,2.39
17916,19180121,11.0,25.0,27.2,39.1,2.84,2.5
17917,19180122,17.0,20.0,27.2,39.1,3.19,2.62
17918,19180123,14.0,25.0,27.1,39.2,3.19,2.73
17919,19180124,14.0,23.0,27.1,39.2,3.19,2.85
17920,19180125,23.0,38.0,27.1,39.3,3.20,2.96
17921,19180126,16.0,38.0,27.2,39.3,3.29,3.07
17922,19180127,9.0,17.0,27.2,39.4,3.37,3.18
17923,19180128,9.0,21.0,27.2,39.5,3.53,3.29
17924,19180129,19.0,32.0,27.3,39.6,3.53,3.41
17925,19180130,18.0,24.0,27.3,39.7,3.53,3.52
17926,19180131,21.0,31.0,27.4,39.8,3.53,3.64
17927,19180201,8.0,24.0,27.5,39.9,3.53,3.76
17928,19180202,5.0,22.0,27.6,40.0,3.53,3.87
17929,19180203,19.0,31.0,27.7,40.1,3.67,3.98
17930,19180204,-0.0,31.0,27.8,40.3,3.67,4.09
17931,19180205,-6.0,4.0,27.9,40.4,3.67,4.21
17932,19180206,1.0,38.0,28.0,40.6,3.68,4.32
17933,19180207,34.0,50.0,28.2,40.7,3.69,4.42
17934,19180208,22.0,34.0,28.3,40.9,3.69,4.53
17935,19180209,22.0,38.0,28.5,41.0,3.85,4.63
17936,19180210,26.0,37.0,28.6,41.2,3.85,4.73
17937,19180211,33.0,41.0,28.8,41.4,3.85,4.84
17938,19180212,38.0,52.0,28.9,41.6,3.85,4.95
17939,19180213,37.0,49.0,29.1,41.8,3.85,5.06
17940,19180214,35.0,46.0,29.3,42.0,3.85,5.17
17941,19180215,25.0,56.0,29.5,42.1,3.86,5.28
17942,19180216,22.0,31.0,29.6,42.3,3.86,5.39
17943,19180217,19.0,32.0,29.8,42.6,3.86,5.51
17944,19180218,16.0,32.0,30.0,42.8,3.86,5.63
17945,19180219,28.0,48.0,30.2,43.0,4.53,5.75
17946,19180220,18.0,59.0,30.4,43.2,4.86,5.86
17947,19180221,8.0,18.0,30.6,43.4,4.86,5.98
17948,19180222,8.0,28.0,30.8,43.6,5.01,6.1
17949,19180223,17.0,37.0,31.0,43.9,5.01,6.22
17950,19180224,34.0,53.0,31.2,44.1,5.01,6.34
17951,19180225,44.0,56.0,31.4,44.3,5.17,6.46
17952,19180226,33.0,53.0,31.6,44.6,6.00,6.58
17953,19180227,31.0,41.0,31.8,44.8,6.00,6.71
17954,19180228,38.0,46.0,32.0,45.1,6.00,6.83
17955,19180301,34.0,43.0,32.2,45.3,6.01,6.96
17956,19180302,31.0,51.0,32.4,45.6,6.01,7.09
17957,19180303,26.0,45.0,32.6,45.8,6.01,7.23
17958,19180304,21.0,37.0,32.8,46.1,6.16,7.36
17959,19180305,34.0,54.0,33.1,46.4,6.22,7.49
17960,19180306,36.0,58.0,33.3,46.6,6.26,7.62
17961,19180307,28.0,37.0,33.5,46.9,6.46,7.77
17962,19180308,27.0,48.0,33.7,47.2,6.46,7.91
17963,19180309,39.0,47.0,33.9,47.5,6.58,8.06
17964,19180310,20.0,48.0,34.2,47.8,6.72,8.2
17965,19180311,17.0,37.0,34.4,48.1,6.72,8.33
17966,19180312,34.0,50.0,34.6,48.4,6.74,8.47
17967,19180313,40.0,54.0,34.9,48.7,6.82,8.6
17968,19180314,33.0,40.0,35.1,49.0,7.57,8.74
17969,19180315,20.0,42.0,35.4,49.3,7.57,8.88
17970,19180316,19.0,48.0,35.6,49.7,7.57,9.03
17971,19180317,38.0,62.0,35.9,50.0,7.57,9.17
17972,19180318,38.0,57.0,36.1,50.3,7.57,9.32
17973,19180319,38.0,76.0,36.4,50.7,7.57,9.47
17974,19180320,36.0,53.0,36.7,51.0,7.57,9.61
17975,19180321,38.0,64.0,37.0,51.4,7.57,9.76
17976,19180322,46.0,69.0,37.2,51.8,7.67,9.9
17977,19180323,37.0,51.0,37.5,52.1,7.67,10.04
17978,19180324,32.0,53.0,37.8,52.5,7.67,10.17
17979,19180325,38.0,58.0,38.1,52.9,7.67,10.31
17980,19180326,31.0,41.0,38.4,53.3,7.67,10.45
17981,19180327,30.0,44.0,38.7,53.7,7.67,10.59
17982,19180328,28.0,49.0,39.1,54.1,7.67,10.72
17983,19180329,36.0,53.0,39.4,54.5,7.67,10.85
17984,19180330,37.0,63.0,39.7,54.9,7.67,10.99
17985,19180331,46.0,69.0,40.0,55.3,7.67,11.12
